urls,filename,variable,model,szenario,time
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp245/wc2.1_30s_tmin_MIROC-ES2L_ssp245_2021-2040.tif,wc2.1_30s_tmin_MIROC-ES2L_ssp245_2021-2040.tif,tmin,MIROC-ES2L,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp245/wc2.1_30s_tmax_MIROC-ES2L_ssp245_2021-2040.tif,wc2.1_30s_tmax_MIROC-ES2L_ssp245_2021-2040.tif,tmax,MIROC-ES2L,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp245/wc2.1_30s_prec_MIROC-ES2L_ssp245_2021-2040.tif,wc2.1_30s_prec_MIROC-ES2L_ssp245_2021-2040.tif,prec,MIROC-ES2L,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp245/wc2.1_30s_bioc_MIROC-ES2L_ssp245_2021-2040.tif,wc2.1_30s_bioc_MIROC-ES2L_ssp245_2021-2040.tif,bioc,MIROC-ES2L,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp370/wc2.1_30s_tmin_MIROC-ES2L_ssp370_2021-2040.tif,wc2.1_30s_tmin_MIROC-ES2L_ssp370_2021-2040.tif,tmin,MIROC-ES2L,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp370/wc2.1_30s_tmax_MIROC-ES2L_ssp370_2021-2040.tif,wc2.1_30s_tmax_MIROC-ES2L_ssp370_2021-2040.tif,tmax,MIROC-ES2L,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp370/wc2.1_30s_prec_MIROC-ES2L_ssp370_2021-2040.tif,wc2.1_30s_prec_MIROC-ES2L_ssp370_2021-2040.tif,prec,MIROC-ES2L,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp370/wc2.1_30s_bioc_MIROC-ES2L_ssp370_2021-2040.tif,wc2.1_30s_bioc_MIROC-ES2L_ssp370_2021-2040.tif,bioc,MIROC-ES2L,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp585/wc2.1_30s_tmin_MIROC-ES2L_ssp585_2021-2040.tif,wc2.1_30s_tmin_MIROC-ES2L_ssp585_2021-2040.tif,tmin,MIROC-ES2L,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp585/wc2.1_30s_tmax_MIROC-ES2L_ssp585_2021-2040.tif,wc2.1_30s_tmax_MIROC-ES2L_ssp585_2021-2040.tif,tmax,MIROC-ES2L,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp585/wc2.1_30s_prec_MIROC-ES2L_ssp585_2021-2040.tif,wc2.1_30s_prec_MIROC-ES2L_ssp585_2021-2040.tif,prec,MIROC-ES2L,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC-ES2L/ssp585/wc2.1_30s_bioc_MIROC-ES2L_ssp585_2021-2040.tif,wc2.1_30s_bioc_MIROC-ES2L_ssp585_2021-2040.tif,bioc,MIROC-ES2L,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp126/wc2.1_30s_tmin_MIROC6_ssp126_2021-2040.tif,wc2.1_30s_tmin_MIROC6_ssp126_2021-2040.tif,tmin,MIROC6,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp126/wc2.1_30s_tmax_MIROC6_ssp126_2021-2040.tif,wc2.1_30s_tmax_MIROC6_ssp126_2021-2040.tif,tmax,MIROC6,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp126/wc2.1_30s_prec_MIROC6_ssp126_2021-2040.tif,wc2.1_30s_prec_MIROC6_ssp126_2021-2040.tif,prec,MIROC6,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp126/wc2.1_30s_bioc_MIROC6_ssp126_2021-2040.tif,wc2.1_30s_bioc_MIROC6_ssp126_2021-2040.tif,bioc,MIROC6,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp245/wc2.1_30s_tmin_MIROC6_ssp245_2021-2040.tif,wc2.1_30s_tmin_MIROC6_ssp245_2021-2040.tif,tmin,MIROC6,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp245/wc2.1_30s_tmax_MIROC6_ssp245_2021-2040.tif,wc2.1_30s_tmax_MIROC6_ssp245_2021-2040.tif,tmax,MIROC6,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp245/wc2.1_30s_prec_MIROC6_ssp245_2021-2040.tif,wc2.1_30s_prec_MIROC6_ssp245_2021-2040.tif,prec,MIROC6,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp245/wc2.1_30s_bioc_MIROC6_ssp245_2021-2040.tif,wc2.1_30s_bioc_MIROC6_ssp245_2021-2040.tif,bioc,MIROC6,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp370/wc2.1_30s_tmin_MIROC6_ssp370_2021-2040.tif,wc2.1_30s_tmin_MIROC6_ssp370_2021-2040.tif,tmin,MIROC6,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp370/wc2.1_30s_tmax_MIROC6_ssp370_2021-2040.tif,wc2.1_30s_tmax_MIROC6_ssp370_2021-2040.tif,tmax,MIROC6,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp370/wc2.1_30s_prec_MIROC6_ssp370_2021-2040.tif,wc2.1_30s_prec_MIROC6_ssp370_2021-2040.tif,prec,MIROC6,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp370/wc2.1_30s_bioc_MIROC6_ssp370_2021-2040.tif,wc2.1_30s_bioc_MIROC6_ssp370_2021-2040.tif,bioc,MIROC6,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp585/wc2.1_30s_tmin_MIROC6_ssp585_2021-2040.tif,wc2.1_30s_tmin_MIROC6_ssp585_2021-2040.tif,tmin,MIROC6,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp585/wc2.1_30s_tmax_MIROC6_ssp585_2021-2040.tif,wc2.1_30s_tmax_MIROC6_ssp585_2021-2040.tif,tmax,MIROC6,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp585/wc2.1_30s_prec_MIROC6_ssp585_2021-2040.tif,wc2.1_30s_prec_MIROC6_ssp585_2021-2040.tif,prec,MIROC6,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MIROC6/ssp585/wc2.1_30s_bioc_MIROC6_ssp585_2021-2040.tif,wc2.1_30s_bioc_MIROC6_ssp585_2021-2040.tif,bioc,MIROC6,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp126/wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp126_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp126_2021-2040.tif,tmin,MPI-ESM1-2-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp126/wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp126_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp126_2021-2040.tif,tmax,MPI-ESM1-2-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp126/wc2.1_30s_prec_MPI-ESM1-2-HR_ssp126_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-HR_ssp126_2021-2040.tif,prec,MPI-ESM1-2-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp126/wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp126_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp126_2021-2040.tif,bioc,MPI-ESM1-2-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp245/wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp245_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp245_2021-2040.tif,tmin,MPI-ESM1-2-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp245/wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp245_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp245_2021-2040.tif,tmax,MPI-ESM1-2-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp245/wc2.1_30s_prec_MPI-ESM1-2-HR_ssp245_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-HR_ssp245_2021-2040.tif,prec,MPI-ESM1-2-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp245/wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp245_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp245_2021-2040.tif,bioc,MPI-ESM1-2-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp370/wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp370_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp370_2021-2040.tif,tmin,MPI-ESM1-2-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp370/wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp370_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp370_2021-2040.tif,tmax,MPI-ESM1-2-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp370/wc2.1_30s_prec_MPI-ESM1-2-HR_ssp370_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-HR_ssp370_2021-2040.tif,prec,MPI-ESM1-2-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp370/wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp370_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp370_2021-2040.tif,bioc,MPI-ESM1-2-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp585/wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp585_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-HR_ssp585_2021-2040.tif,tmin,MPI-ESM1-2-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp585/wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp585_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-HR_ssp585_2021-2040.tif,tmax,MPI-ESM1-2-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp585/wc2.1_30s_prec_MPI-ESM1-2-HR_ssp585_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-HR_ssp585_2021-2040.tif,prec,MPI-ESM1-2-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-HR/ssp585/wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp585_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-HR_ssp585_2021-2040.tif,bioc,MPI-ESM1-2-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp126/wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp126_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp126_2021-2040.tif,tmin,MPI-ESM1-2-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp126/wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp126_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp126_2021-2040.tif,tmax,MPI-ESM1-2-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp126/wc2.1_30s_prec_MPI-ESM1-2-LR_ssp126_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-LR_ssp126_2021-2040.tif,prec,MPI-ESM1-2-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp126/wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp126_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp126_2021-2040.tif,bioc,MPI-ESM1-2-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp245/wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp245_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp245_2021-2040.tif,tmin,MPI-ESM1-2-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp245/wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp245_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp245_2021-2040.tif,tmax,MPI-ESM1-2-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp245/wc2.1_30s_prec_MPI-ESM1-2-LR_ssp245_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-LR_ssp245_2021-2040.tif,prec,MPI-ESM1-2-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp245/wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp245_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp245_2021-2040.tif,bioc,MPI-ESM1-2-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp370/wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp370_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp370_2021-2040.tif,tmin,MPI-ESM1-2-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp370/wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp370_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp370_2021-2040.tif,tmax,MPI-ESM1-2-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp370/wc2.1_30s_prec_MPI-ESM1-2-LR_ssp370_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-LR_ssp370_2021-2040.tif,prec,MPI-ESM1-2-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp370/wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp370_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp370_2021-2040.tif,bioc,MPI-ESM1-2-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp585/wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp585_2021-2040.tif,wc2.1_30s_tmin_MPI-ESM1-2-LR_ssp585_2021-2040.tif,tmin,MPI-ESM1-2-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp585/wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp585_2021-2040.tif,wc2.1_30s_tmax_MPI-ESM1-2-LR_ssp585_2021-2040.tif,tmax,MPI-ESM1-2-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp585/wc2.1_30s_prec_MPI-ESM1-2-LR_ssp585_2021-2040.tif,wc2.1_30s_prec_MPI-ESM1-2-LR_ssp585_2021-2040.tif,prec,MPI-ESM1-2-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MPI-ESM1-2-LR/ssp585/wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp585_2021-2040.tif,wc2.1_30s_bioc_MPI-ESM1-2-LR_ssp585_2021-2040.tif,bioc,MPI-ESM1-2-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp126/wc2.1_30s_tmin_MRI-ESM2-0_ssp126_2021-2040.tif,wc2.1_30s_tmin_MRI-ESM2-0_ssp126_2021-2040.tif,tmin,MRI-ESM2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp126/wc2.1_30s_tmax_MRI-ESM2-0_ssp126_2021-2040.tif,wc2.1_30s_tmax_MRI-ESM2-0_ssp126_2021-2040.tif,tmax,MRI-ESM2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp126/wc2.1_30s_prec_MRI-ESM2-0_ssp126_2021-2040.tif,wc2.1_30s_prec_MRI-ESM2-0_ssp126_2021-2040.tif,prec,MRI-ESM2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp126/wc2.1_30s_bioc_MRI-ESM2-0_ssp126_2021-2040.tif,wc2.1_30s_bioc_MRI-ESM2-0_ssp126_2021-2040.tif,bioc,MRI-ESM2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp245/wc2.1_30s_tmin_MRI-ESM2-0_ssp245_2021-2040.tif,wc2.1_30s_tmin_MRI-ESM2-0_ssp245_2021-2040.tif,tmin,MRI-ESM2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp245/wc2.1_30s_tmax_MRI-ESM2-0_ssp245_2021-2040.tif,wc2.1_30s_tmax_MRI-ESM2-0_ssp245_2021-2040.tif,tmax,MRI-ESM2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp245/wc2.1_30s_prec_MRI-ESM2-0_ssp245_2021-2040.tif,wc2.1_30s_prec_MRI-ESM2-0_ssp245_2021-2040.tif,prec,MRI-ESM2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp245/wc2.1_30s_bioc_MRI-ESM2-0_ssp245_2021-2040.tif,wc2.1_30s_bioc_MRI-ESM2-0_ssp245_2021-2040.tif,bioc,MRI-ESM2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp370/wc2.1_30s_tmin_MRI-ESM2-0_ssp370_2021-2040.tif,wc2.1_30s_tmin_MRI-ESM2-0_ssp370_2021-2040.tif,tmin,MRI-ESM2-0,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp370/wc2.1_30s_tmax_MRI-ESM2-0_ssp370_2021-2040.tif,wc2.1_30s_tmax_MRI-ESM2-0_ssp370_2021-2040.tif,tmax,MRI-ESM2-0,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp370/wc2.1_30s_prec_MRI-ESM2-0_ssp370_2021-2040.tif,wc2.1_30s_prec_MRI-ESM2-0_ssp370_2021-2040.tif,prec,MRI-ESM2-0,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp370/wc2.1_30s_bioc_MRI-ESM2-0_ssp370_2021-2040.tif,wc2.1_30s_bioc_MRI-ESM2-0_ssp370_2021-2040.tif,bioc,MRI-ESM2-0,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp585/wc2.1_30s_tmin_MRI-ESM2-0_ssp585_2021-2040.tif,wc2.1_30s_tmin_MRI-ESM2-0_ssp585_2021-2040.tif,tmin,MRI-ESM2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp585/wc2.1_30s_tmax_MRI-ESM2-0_ssp585_2021-2040.tif,wc2.1_30s_tmax_MRI-ESM2-0_ssp585_2021-2040.tif,tmax,MRI-ESM2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp585/wc2.1_30s_prec_MRI-ESM2-0_ssp585_2021-2040.tif,wc2.1_30s_prec_MRI-ESM2-0_ssp585_2021-2040.tif,prec,MRI-ESM2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/MRI-ESM2-0/ssp585/wc2.1_30s_bioc_MRI-ESM2-0_ssp585_2021-2040.tif,wc2.1_30s_bioc_MRI-ESM2-0_ssp585_2021-2040.tif,bioc,MRI-ESM2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp126/wc2.1_30s_tmin_UKESM1-0-LL_ssp126_2021-2040.tif,wc2.1_30s_tmin_UKESM1-0-LL_ssp126_2021-2040.tif,tmin,UKESM1-0-LL,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp126/wc2.1_30s_tmax_UKESM1-0-LL_ssp126_2021-2040.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp126_2021-2040.tif,tmax,UKESM1-0-LL,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp126/wc2.1_30s_prec_UKESM1-0-LL_ssp126_2021-2040.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp126_2021-2040.tif,prec,UKESM1-0-LL,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp126/wc2.1_30s_bioc_UKESM1-0-LL_ssp126_2021-2040.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp126_2021-2040.tif,bioc,UKESM1-0-LL,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_tmin_UKESM1-0-LL_ssp245_2021-2040.tif,wc2.1_30s_tmin_UKESM1-0-LL_ssp245_2021-2040.tif,tmin,UKESM1-0-LL,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_tmax_UKESM1-0-LL_ssp245_2021-2040.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp245_2021-2040.tif,tmax,UKESM1-0-LL,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_prec_UKESM1-0-LL_ssp245_2021-2040.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp245_2021-2040.tif,prec,UKESM1-0-LL,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_bioc_UKESM1-0-LL_ssp245_2021-2040.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp245_2021-2040.tif,bioc,UKESM1-0-LL,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_tmin_UKESM1-0-LL_ssp370_2021-2040.tif,wc2.1_30s_tmin_UKESM1-0-LL_ssp370_2021-2040.tif,tmin,UKESM1-0-LL,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_tmax_UKESM1-0-LL_ssp370_2021-2040.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp370_2021-2040.tif,tmax,UKESM1-0-LL,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_prec_UKESM1-0-LL_ssp370_2021-2040.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp370_2021-2040.tif,prec,UKESM1-0-LL,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_bioc_UKESM1-0-LL_ssp370_2021-2040.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp370_2021-2040.tif,bioc,UKESM1-0-LL,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_tmin_UKESM1-0-LL_ssp585_2021-2040.tif,wc2.1_30s_tmin_UKESM1-0-LL_ssp585_2021-2040.tif,tmin,UKESM1-0-LL,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_tmax_UKESM1-0-LL_ssp585_2021-2040.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp585_2021-2040.tif,tmax,UKESM1-0-LL,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_prec_UKESM1-0-LL_ssp585_2021-2040.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp585_2021-2040.tif,prec,UKESM1-0-LL,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_bioc_UKESM1-0-LL_ssp585_2021-2040.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp585_2021-2040.tif,bioc,UKESM1-0-LL,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_tmin_ACCESS-CM2_ssp126_2041-2060.tif,wc2.1_30s_tmin_ACCESS-CM2_ssp126_2041-2060.tif,tmin,ACCESS-CM2,ssp126,2041-2060
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_tmax_ACCESS-CM2_ssp126_2041-2060.tif,wc2.1_30s_tmax_ACCESS-CM2_ssp126_2041-2060.tif,tmax,ACCESS-CM2,ssp126,2041-2060
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_prec_ACCESS-CM2_ssp126_2041-2060.tif,wc2.1_30s_prec_ACCESS-CM2_ssp126_2041-2060.tif,prec,ACCESS-CM2,ssp126,2041-2060
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_bioc_ACCESS-CM2_ssp126_2041-2060.tif,wc2.1_30s_bioc_ACCESS-CM2_ssp126_2041-2060.tif,bioc,ACCESS-CM2,ssp126,2041-2060
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_tmin_ACCESS-CM2_ssp245_2041-2060.tif,wc2.1_30s_tmin_ACCESS-CM2_ssp245_2041-2060.tif,tmin,ACCESS-CM2,ssp245,2041-2060
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_tmax_ACCESS-CM2_ssp245_2041-2060.tif,wc2.1_30s_tmax_ACCESS-CM2_ssp245_2041-2060.tif,tmax,ACCESS-CM2,ssp245,2041-2060
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_prec_ACCESS-CM2_ssp245_2041-2060.tif,wc2.1_30s_prec_ACCESS-CM2_ssp245_2041-2060.tif,prec,ACCESS-CM2,ssp245,2041-2060
