urls,filename,resolution,variable,model,szenario,time
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp126/wc2.1_10m_bioc_CanESM5-CanOE_ssp126_2081-2100.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp126_2081-2100.tif,1_10m,bioc,CanESM5-CanOE,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_tmin_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp245_2081-2100.tif,1_10m,tmin,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_tmax_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp245_2081-2100.tif,1_10m,tmax,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_prec_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp245_2081-2100.tif,1_10m,prec,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_bioc_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp245_2081-2100.tif,1_10m,bioc,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_tmin_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp370_2081-2100.tif,1_10m,tmin,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_tmax_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp370_2081-2100.tif,1_10m,tmax,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_prec_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp370_2081-2100.tif,1_10m,prec,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_bioc_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp370_2081-2100.tif,1_10m,bioc,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_tmin_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp585_2081-2100.tif,1_10m,tmin,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_tmax_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp585_2081-2100.tif,1_10m,tmax,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_prec_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp585_2081-2100.tif,1_10m,prec,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_bioc_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp585_2081-2100.tif,1_10m,bioc,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_tmin_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp126_2081-2100.tif,1_10m,tmin,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_tmax_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp126_2081-2100.tif,1_10m,tmax,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_prec_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_10m_prec_CMCC-ESM2_ssp126_2081-2100.tif,1_10m,prec,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_bioc_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp126_2081-2100.tif,1_10m,bioc,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_tmin_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp245_2081-2100.tif,1_10m,tmin,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_tmax_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp245_2081-2100.tif,1_10m,tmax,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_prec_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_10m_prec_CMCC-ESM2_ssp245_2081-2100.tif,1_10m,prec,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_bioc_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp245_2081-2100.tif,1_10m,bioc,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_tmin_CMCC-ESM2_ssp370_2081-2100.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp370_2081-2100.tif,1_10m,tmin,CMCC-ESM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_tmax_CMCC-ESM2_ssp370_2081-2100.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp370_2081-2100.tif,1_10m,tmax,CMCC-ESM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_prec_CMCC-ESM2_ssp370_2081-2100.tif,wc2.1_10m_prec_CMCC-ESM2_ssp370_2081-2100.tif,1_10m,prec,CMCC-ESM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_bioc_CMCC-ESM2_ssp370_2081-2100.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp370_2081-2100.tif,1_10m,bioc,CMCC-ESM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_tmin_CMCC-ESM2_ssp585_2081-2100.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp585_2081-2100.tif,1_10m,tmin,CMCC-ESM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_tmax_CMCC-ESM2_ssp585_2081-2100.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp585_2081-2100.tif,1_10m,tmax,CMCC-ESM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_prec_CMCC-ESM2_ssp585_2081-2100.tif,wc2.1_10m_prec_CMCC-ESM2_ssp585_2081-2100.tif,1_10m,prec,CMCC-ESM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_bioc_CMCC-ESM2_ssp585_2081-2100.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp585_2081-2100.tif,1_10m,bioc,CMCC-ESM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_tmin_CNRM-CM6-1_ssp126_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp126_2081-2100.tif,1_10m,tmin,CNRM-CM6-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_tmax_CNRM-CM6-1_ssp126_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp126_2081-2100.tif,1_10m,tmax,CNRM-CM6-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_prec_CNRM-CM6-1_ssp126_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp126_2081-2100.tif,1_10m,prec,CNRM-CM6-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_bioc_CNRM-CM6-1_ssp126_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp126_2081-2100.tif,1_10m,bioc,CNRM-CM6-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_tmin_CNRM-CM6-1_ssp245_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp245_2081-2100.tif,1_10m,tmin,CNRM-CM6-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_tmax_CNRM-CM6-1_ssp245_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp245_2081-2100.tif,1_10m,tmax,CNRM-CM6-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_prec_CNRM-CM6-1_ssp245_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp245_2081-2100.tif,1_10m,prec,CNRM-CM6-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_bioc_CNRM-CM6-1_ssp245_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp245_2081-2100.tif,1_10m,bioc,CNRM-CM6-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_tmin_CNRM-CM6-1_ssp370_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp370_2081-2100.tif,1_10m,tmin,CNRM-CM6-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_tmax_CNRM-CM6-1_ssp370_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp370_2081-2100.tif,1_10m,tmax,CNRM-CM6-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_prec_CNRM-CM6-1_ssp370_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp370_2081-2100.tif,1_10m,prec,CNRM-CM6-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_bioc_CNRM-CM6-1_ssp370_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp370_2081-2100.tif,1_10m,bioc,CNRM-CM6-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_tmin_CNRM-CM6-1_ssp585_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp585_2081-2100.tif,1_10m,tmin,CNRM-CM6-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_tmax_CNRM-CM6-1_ssp585_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp585_2081-2100.tif,1_10m,tmax,CNRM-CM6-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_prec_CNRM-CM6-1_ssp585_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp585_2081-2100.tif,1_10m,prec,CNRM-CM6-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_bioc_CNRM-CM6-1_ssp585_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp585_2081-2100.tif,1_10m,bioc,CNRM-CM6-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp126_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp126_2081-2100.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp126_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp126_2081-2100.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp126_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp126_2081-2100.tif,1_10m,prec,CNRM-CM6-1-HR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp126_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp126_2081-2100.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp245_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp245_2081-2100.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp245_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp245_2081-2100.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp245_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp245_2081-2100.tif,1_10m,prec,CNRM-CM6-1-HR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp245_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp245_2081-2100.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp370_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp370_2081-2100.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp370_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp370_2081-2100.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp370_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp370_2081-2100.tif,1_10m,prec,CNRM-CM6-1-HR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp370_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp370_2081-2100.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp585_2081-2100.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp585_2081-2100.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp585_2081-2100.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp585_2081-2100.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp585_2081-2100.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp585_2081-2100.tif,1_10m,prec,CNRM-CM6-1-HR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp585_2081-2100.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp585_2081-2100.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_tmin_CNRM-ESM2-1_ssp126_2081-2100.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp126_2081-2100.tif,1_10m,tmin,CNRM-ESM2-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_tmax_CNRM-ESM2-1_ssp126_2081-2100.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp126_2081-2100.tif,1_10m,tmax,CNRM-ESM2-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_prec_CNRM-ESM2-1_ssp126_2081-2100.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp126_2081-2100.tif,1_10m,prec,CNRM-ESM2-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_bioc_CNRM-ESM2-1_ssp126_2081-2100.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp126_2081-2100.tif,1_10m,bioc,CNRM-ESM2-1,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_tmin_CNRM-ESM2-1_ssp245_2081-2100.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp245_2081-2100.tif,1_10m,tmin,CNRM-ESM2-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_tmax_CNRM-ESM2-1_ssp245_2081-2100.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp245_2081-2100.tif,1_10m,tmax,CNRM-ESM2-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_prec_CNRM-ESM2-1_ssp245_2081-2100.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp245_2081-2100.tif,1_10m,prec,CNRM-ESM2-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_bioc_CNRM-ESM2-1_ssp245_2081-2100.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp245_2081-2100.tif,1_10m,bioc,CNRM-ESM2-1,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_tmin_CNRM-ESM2-1_ssp370_2081-2100.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp370_2081-2100.tif,1_10m,tmin,CNRM-ESM2-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_tmax_CNRM-ESM2-1_ssp370_2081-2100.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp370_2081-2100.tif,1_10m,tmax,CNRM-ESM2-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_prec_CNRM-ESM2-1_ssp370_2081-2100.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp370_2081-2100.tif,1_10m,prec,CNRM-ESM2-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_bioc_CNRM-ESM2-1_ssp370_2081-2100.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp370_2081-2100.tif,1_10m,bioc,CNRM-ESM2-1,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_tmin_CNRM-ESM2-1_ssp585_2081-2100.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp585_2081-2100.tif,1_10m,tmin,CNRM-ESM2-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_tmax_CNRM-ESM2-1_ssp585_2081-2100.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp585_2081-2100.tif,1_10m,tmax,CNRM-ESM2-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_prec_CNRM-ESM2-1_ssp585_2081-2100.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp585_2081-2100.tif,1_10m,prec,CNRM-ESM2-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_bioc_CNRM-ESM2-1_ssp585_2081-2100.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp585_2081-2100.tif,1_10m,bioc,CNRM-ESM2-1,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_tmin_EC-Earth3-Veg_ssp126_2081-2100.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp126_2081-2100.tif,1_10m,tmin,EC-Earth3-Veg,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_tmax_EC-Earth3-Veg_ssp126_2081-2100.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp126_2081-2100.tif,1_10m,tmax,EC-Earth3-Veg,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_prec_EC-Earth3-Veg_ssp126_2081-2100.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp126_2081-2100.tif,1_10m,prec,EC-Earth3-Veg,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_bioc_EC-Earth3-Veg_ssp126_2081-2100.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp126_2081-2100.tif,1_10m,bioc,EC-Earth3-Veg,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_tmin_EC-Earth3-Veg_ssp245_2081-2100.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp245_2081-2100.tif,1_10m,tmin,EC-Earth3-Veg,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_tmax_EC-Earth3-Veg_ssp245_2081-2100.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp245_2081-2100.tif,1_10m,tmax,EC-Earth3-Veg,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_prec_EC-Earth3-Veg_ssp245_2081-2100.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp245_2081-2100.tif,1_10m,prec,EC-Earth3-Veg,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_bioc_EC-Earth3-Veg_ssp245_2081-2100.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp245_2081-2100.tif,1_10m,bioc,EC-Earth3-Veg,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_tmin_EC-Earth3-Veg_ssp370_2081-2100.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp370_2081-2100.tif,1_10m,tmin,EC-Earth3-Veg,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_tmax_EC-Earth3-Veg_ssp370_2081-2100.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp370_2081-2100.tif,1_10m,tmax,EC-Earth3-Veg,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_prec_EC-Earth3-Veg_ssp370_2081-2100.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp370_2081-2100.tif,1_10m,prec,EC-Earth3-Veg,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_bioc_EC-Earth3-Veg_ssp370_2081-2100.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp370_2081-2100.tif,1_10m,bioc,EC-Earth3-Veg,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_tmin_EC-Earth3-Veg_ssp585_2081-2100.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp585_2081-2100.tif,1_10m,tmin,EC-Earth3-Veg,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_tmax_EC-Earth3-Veg_ssp585_2081-2100.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp585_2081-2100.tif,1_10m,tmax,EC-Earth3-Veg,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_prec_EC-Earth3-Veg_ssp585_2081-2100.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp585_2081-2100.tif,1_10m,prec,EC-Earth3-Veg,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_bioc_EC-Earth3-Veg_ssp585_2081-2100.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp585_2081-2100.tif,1_10m,bioc,EC-Earth3-Veg,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp126/wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp126_2081-2100.tif,wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp126_2081-2100.tif,1_10m,tmin,EC-Earth3-Veg-LR,ssp126,2081-2100
